genome_id,genome_name,label
573.50567,Klebsiella pneumoniae strain KP17051,R
573.49647,Klebsiella pneumoniae Kp.034,S
573.42357,Klebsiella pneumoniae strain 59943CZ,S
573.67486,Klebsiella pneumoniae Kp3292,S
573.21021,Klebsiella pneumoniae strain EuSCAPE_IE037,S
573.18219,Klebsiella pneumoniae strain WCHKP040011,R
573.63986,Klebsiella pneumoniae 1_DGSM,R
573.28016,Klebsiella pneumoniae strain C51,S
573.66808,Klebsiella pneumoniae KP_NORM_BLD_13890,S
573.54140,Klebsiella pneumoniae PK-568,S
573.14521,Klebsiella pneumoniae KPN954ec,R
573.25998,Klebsiella pneumoniae strain NJSFYBJY75-CS,S
573.29435,Klebsiella pneumoniae strain 0911047,R
573.13563,Klebsiella pneumoniae KPN1654ec,R
573.32271,Klebsiella pneumoniae strain G19,S
573.18706,Klebsiella pneumoniae strain Kp11_BRA6,S
573.20646,Klebsiella pneumoniae strain EuSCAPE_PT004,S
573.42205,Klebsiella pneumoniae strain Kp36336,S
573.52349,Klebsiella pneumoniae D37,S
573.49467,Klebsiella pneumoniae KP0005,S
573.42020,Klebsiella pneumoniae strain MRSN13761,S
573.46723,Klebsiella pneumoniae MUGSI_126,R
573.52933,Klebsiella pneumoniae CM14_K2,S
573.64964,Klebsiella pneumoniae 5450,S
573.14026,Klebsiella pneumoniae KPN289ec,S
573.41956,Klebsiella pneumoniae strain MRSN614201,S
573.18102,Klebsiella pneumoniae strain ITU10028,R
573.12874,Klebsiella pneumoniae 3294,R
573.44103,Klebsiella pneumoniae MRSN380979,S
573.65514,Klebsiella pneumoniae MGL_76_B5,S
573.45935,Klebsiella pneumoniae OpGen15,S
573.31313,Klebsiella pneumoniae strain MH15-174M,R
573.36104,Klebsiella pneumoniae strain 5765,S
573.52444,Klebsiella pneumoniae FK7757,S
573.43880,Klebsiella pneumoniae UPMP 1805,S
573.66815,Klebsiella pneumoniae KP_NORM_BLD_13983,S
573.35060,Klebsiella pneumoniae strain Ocean Ranger,S
573.21927,Klebsiella pneumoniae strain EuSCAPE_IT352,S
573.66826,Klebsiella pneumoniae KP_NORM_BLD_1672,S
573.46044,Klebsiella pneumoniae DKP6,S
573.63946,Klebsiella pneumoniae CIM-Carb-105,R
573.67032,Klebsiella pneumoniae KP_NORM_BLD_61473,S
573.27510,Klebsiella pneumoniae strain 1988,S
573.68068,Klebsiella pneumoniae FUJ80040,S
573.24314,Klebsiella pneumoniae strain 66,R
573.44266,Klebsiella pneumoniae ARGID_24826,R
573.36099,Klebsiella pneumoniae strain Kp 23,S
573.37208,Klebsiella pneumoniae strain ET3,R
573.48138,Klebsiella pneumoniae 98180,S
573.57066,Klebsiella pneumoniae CPCKP5,R
573.50842,Klebsiella pneumoniae 4383,R
573.31122,Klebsiella pneumoniae strain D32265,S
573.20406,Klebsiella pneumoniae strain ID_21 strain not applicable,S
573.36651,Klebsiella pneumoniae strain IR5065,R
573.12568,Klebsiella pneumoniae strain 44821,R
573.43802,Klebsiella pneumoniae Kp_HUCA_Bac_20,S
573.34101,Klebsiella pneumoniae strain 11115,S
573.56436,Klebsiella pneumoniae Mu1413,R
573.79102,Klebsiella pneumoniae BG5067,S
573.20158,Klebsiella pneumoniae strain NCTC11676,S
573.13407,Klebsiella pneumoniae KPN146ec,R
573.30869,Klebsiella pneumoniae strain AS012255,S
573.66426,Klebsiella pneumoniae 27097_7#44,R
573.25811,Klebsiella pneumoniae strain RJ999,R
573.20757,Klebsiella pneumoniae strain EuSCAPE_CY006,R
573.13518,Klebsiella pneumoniae KPN1594ec,R
573.27556,Klebsiella pneumoniae strain SHK103,R
573.66731,Klebsiella pneumoniae KP_NORM_BLD_116589,S
573.27710,Klebsiella pneumoniae strain 4928STDY7071110,S
573.41871,Klebsiella pneumoniae strain WHC16,R
573.78507,Klebsiella pneumoniae HD2593,S
573.46021,Klebsiella pneumoniae TFKPW13,S
573.51805,Klebsiella pneumoniae HK1036,S
573.21532,Klebsiella pneumoniae strain EuSCAPE_IL018,R
573.25664,Klebsiella pneumoniae strain A105R1B5,S
573.17879,Klebsiella pneumoniae strain KPNIH45,S
573.27433,Klebsiella pneumoniae strain 195C2,R
573.13643,Klebsiella pneumoniae KPN1746ec,R
573.79189,Klebsiella pneumoniae Kp_03_48h,S
573.22028,Klebsiella pneumoniae strain EuSCAPE_ES208,S
573.13686,Klebsiella pneumoniae KPN1818ec,R
573.44222,Klebsiella pneumoniae Previously collected from blood cultures (R) strain Previously collected from blood cultures (R),S
573.14404,Klebsiella pneumoniae KPN797ec,R
573.13128,Klebsiella pneumoniae KPN1126ec,R
573.42023,Klebsiella pneumoniae strain MRSN7076,S
573.17838,Klebsiella pneumoniae strain OctC4_1_3,R
573.52588,Klebsiella pneumoniae S8,R
573.21144,Klebsiella pneumoniae strain EuSCAPE_TR012,S
573.63397,Klebsiella pneumoniae R1298,R
573.26253,Klebsiella pneumoniae strain 5012STDY7626374,S
573.79026,Klebsiella pneumoniae WYKP63,R
573.42383,Klebsiella pneumoniae strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R),S
573.18632,Klebsiella pneumoniae strain WCHKP015402,R
573.18194,Klebsiella pneumoniae strain SCKP020018,S
573.68014,Klebsiella pneumoniae kp13,S
573.26000,Klebsiella pneumoniae strain NJSFYBJY73-CS,R
573.17857,Klebsiella pneumoniae strain OctC4_1_2,R
573.79371,Klebsiella pneumoniae Kpn2358-Lar,R
573.14510,Klebsiella pneumoniae KPN942ec,S
573.51783,Klebsiella pneumoniae HK1059,S
573.45938,Klebsiella pneumoniae T256,R
573.37610,Klebsiella pneumoniae strain 30KXXI,S
573.20064,Klebsiella pneumoniae strain AR_0109,S
573.15420,Klebsiella pneumoniae strain AR_0112,R
573.14478,Klebsiella pneumoniae KPN902ec,R
573.23249,Klebsiella pneumoniae strain EKP30Era128,S
573.58420,Klebsiella pneumoniae 576901,R
573.62439,Klebsiella pneumoniae INSA56916,S
573.57005,Klebsiella pneumoniae TUM3322,S
573.40369,Klebsiella pneumoniae strain MRSN699654,S
573.54638,Klebsiella pneumoniae CRKP-14,S
573.66906,Klebsiella pneumoniae KP_NORM_BLD_2012_86962,S
573.19917,Klebsiella pneumoniae strain 2L7_Kp,S
573.12995,Klebsiella pneumoniae 5,S
573.41240,Klebsiella pneumoniae strain SDWK26,S
573.78169,Klebsiella pneumoniae 195C6,S
573.66018,Klebsiella pneumoniae JBCIAAB-19-0061,S
573.56220,Klebsiella pneumoniae B49,R
573.51899,Klebsiella pneumoniae KP7626,S
573.78180,Klebsiella pneumoniae KP3755_2,R
573.50466,Klebsiella pneumoniae strain 3571,S
573.65268,Klebsiella pneumoniae KP175,S
573.13939,Klebsiella pneumoniae KPN2128ec,R
573.64768,Klebsiella pneumoniae 30857_C456878,S
573.14131,Klebsiella pneumoniae KPN411ec,R
573.69406,Klebsiella pneumoniae 327,R
573.44450,Klebsiella pneumoniae SDHK17,S
573.68369,Klebsiella pneumoniae SWJC4210Bt,S
573.78505,Klebsiella pneumoniae HD2597,S
573.41449,Klebsiella pneumoniae strain Prospectively collected (P) strain Prospectively collected (P) strain Prospectively collected (P),S
573.13787,Klebsiella pneumoniae KPN1936ec,R
573.63371,Klebsiella pneumoniae KLEB-CRE-GSH-0010,R
573.24109,Klebsiella pneumoniae strain MUGSI_28,R
573.25698,Klebsiella pneumoniae strain TUM14023,S
573.14851,Klebsiella pneumoniae strain WCHKP9G2,R
573.32509,Klebsiella pneumoniae strain WCHKP090381,S
573.65883,Klebsiella pneumoniae 1D-187,S
573.13628,Klebsiella pneumoniae KPN1726ec,R
573.25900,Klebsiella pneumoniae strain SIKP190,S
573.56254,Klebsiella pneumoniae 14H,S
573.13399,Klebsiella pneumoniae KPN145ec,R
573.30930,Klebsiella pneumoniae strain P36,R
573.17900,Klebsiella pneumoniae strain PR042E3,S
573.52190,Klebsiella pneumoniae DT12,S
573.13698,Klebsiella pneumoniae KPN1834ec,R
573.52988,Klebsiella pneumoniae ST231,S
573.50822,Klebsiella pneumoniae Kp78RR,R
573.21549,Klebsiella pneumoniae strain EuSCAPE_DE004,S
573.14427,Klebsiella pneumoniae KPN830ec,S
573.52610,Klebsiella pneumoniae C8,S
573.50442,Klebsiella pneumoniae strain KP0013,R
573.37257,Klebsiella pneumoniae strain 2020EL-00043,S
573.59061,Klebsiella pneumoniae KLP00017,R
573.15523,Klebsiella pneumoniae strain INF092,S
573.30996,Klebsiella pneumoniae strain 6,S
573.23196,Klebsiella pneumoniae strain KP_317,R
573.41926,Klebsiella pneumoniae strain MN-03 strain not applicable,S
573.77450,Klebsiella pneumoniae Kp244,S
573.49132,Klebsiella pneumoniae kp61,R
573.18218,Klebsiella pneumoniae strain WCHKP040023,S
573.13964,Klebsiella pneumoniae KPN217ec,R
573.62673,Klebsiella pneumoniae SP1541,R
573.59003,Klebsiella pneumoniae M25197,R
573.46117,Klebsiella pneumoniae INF260,S
573.21157,Klebsiella pneumoniae strain EuSCAPE_TR037,S
573.14426,Klebsiella pneumoniae KPN828ec,R
573.43179,Klebsiella pneumoniae strain Kp_HUCA_Bac_53,R
573.40351,Klebsiella pneumoniae strain IA-021 strain not applicable,S
573.24421,Klebsiella pneumoniae strain MUGSI_57,R
573.69507,Klebsiella pneumoniae MRSN613433,S
573.52280,Klebsiella pneumoniae COL-Kpn115,S
573.15275,Klebsiella pneumoniae strain K094,S
573.21079,Klebsiella pneumoniae strain EuSCAPE_BE092,R
573.25568,Klebsiella pneumoniae strain 24_GR_13,R
573.20736,Klebsiella pneumoniae strain EuSCAPE_RS081,R
573.29564,Klebsiella pneumoniae strain 5854,R
573.43381,Klebsiella pneumoniae strain BD-19,S
573.36046,Klebsiella pneumoniae strain GCKp43,S
573.38731,Klebsiella pneumoniae strain KP0021,S
573.50260,Klebsiella pneumoniae C1706,S
573.22533,Klebsiella pneumoniae strain CRK0081,R
573.53767,Klebsiella pneumoniae 320G1,R
573.24080,Klebsiella pneumoniae strain MUGSI_15,R
573.56955,Klebsiella pneumoniae 6300985,S
573.18525,Klebsiella pneumoniae strain WUSM_KP_106,S
573.12921,Klebsiella pneumoniae 73,S
573.73586,Klebsiella pneumoniae 535,R
573.40416,Klebsiella pneumoniae strain MRSN366562,R
573.1729,Klebsiella pneumoniae strain KpVA-11,R
573.13630,Klebsiella pneumoniae KPN1728ec,S
573.21211,Klebsiella pneumoniae strain EuSCAPE_PL011,S
573.72899,Klebsiella pneumoniae S2020022,S
573.66397,Klebsiella pneumoniae 26994_8#116,R
573.21570,Klebsiella pneumoniae strain EuSCAPE_DE069,R
573.57020,Klebsiella pneumoniae TUM2756,S
573.68094,Klebsiella pneumoniae ena-yuan-GCF_902508085.1,S
573.46110,Klebsiella pneumoniae KSB2_1D,S
573.57128,Klebsiella pneumoniae CRKP-F5,S
573.57155,Klebsiella pneumoniae 14_P2_12,S
573.14162,Klebsiella pneumoniae KPN446ec,R
573.25796,Klebsiella pneumoniae strain ABFQB,S
573.33387,Klebsiella pneumoniae strain NR5056,R
573.14050,Klebsiella pneumoniae KPN316ec,R
573.25686,Klebsiella pneumoniae strain TUM14004,S
573.77723,Klebsiella pneumoniae TC_KPN18,R
573.9781,Klebsiella pneumoniae strain KPHU468,S
573.50926,Klebsiella pneumoniae HSTCP-M-KP_ST11-03,R
573.44809,Klebsiella pneumoniae F94,R
573.21199,Klebsiella pneumoniae strain EuSCAPE_TR286,S
573.79008,Klebsiella pneumoniae 6678334,R
573.56282,Klebsiella pneumoniae AHM21C2888KI,S
573.51113,Klebsiella pneumoniae KP00004,S
573.51865,Klebsiella pneumoniae SCKP43,R
573.31267,Klebsiella pneumoniae strain BA3635,S
573.64501,Klebsiella pneumoniae 14184,R
573.42872,Klebsiella pneumoniae strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245),S
573.18064,Klebsiella pneumoniae strain MH15-208H,R
573.58481,Klebsiella pneumoniae 1329,R
573.42109,Klebsiella pneumoniae strain KP1,R
573.45816,Klebsiella pneumoniae L00022940,S
573.43261,Klebsiella pneumoniae strain ChiBcec1-778,R
573.33300,Klebsiella pneumoniae strain NR2363,R
573.20060,Klebsiella pneumoniae strain AR_0135,S
573.33355,Klebsiella pneumoniae strain NR1828,R
573.43187,Klebsiella pneumoniae strain Kp_HUCA_Bac_44,S
573.45853,Klebsiella pneumoniae Kp12812,S
573.30912,Klebsiella pneumoniae strain P29,S
573.29447,Klebsiella pneumoniae strain 0601009,R
573.50187,Klebsiella pneumoniae KPA3,R
573.30828,Klebsiella pneumoniae strain KP18-3-8,R
573.66760,Klebsiella pneumoniae KP_NORM_BLD_12931,S
573.13003,Klebsiella pneumoniae 127,S
573.40354,Klebsiella pneumoniae strain SCAID PHRX1-2021 (13/97) strain SCAID PHRX1-2021 (13/97) strain SCAID PHRX1-2021 (13/97),S
573.34247,Klebsiella pneumoniae strain INF177-sc-2280040,S
573.20643,Klebsiella pneumoniae strain EuSCAPE_PT002,R
573.13190,Klebsiella pneumoniae KPN1198ec,R
573.25819,Klebsiella pneumoniae strain MGF006,R
573.49887,Klebsiella pneumoniae hvKP319,R
573.43343,Klebsiella pneumoniae strain L14,R
573.62455,Klebsiella pneumoniae INSA55976,S
573.27656,Klebsiella pneumoniae strain 4928STDY7071545,S
573.66030,Klebsiella pneumoniae JBCIACE-19-0192,S
573.27256,Klebsiella pneumoniae strain T38-P05-mcr1-tc strain not applicable,R
573.20457,Klebsiella pneumoniae strain EuSCAPE_GR032,R
573.14011,Klebsiella pneumoniae KPN273ec,R
573.29889,Klebsiella pneumoniae strain Kpngiani7132573,R
573.73002,Klebsiella pneumoniae 8127_U204,R
573.27371,Klebsiella pneumoniae strain N015.H-10,S
573.66209,Klebsiella pneumoniae KP_NORM_BLD_2015_112126,R
573.21473,Klebsiella pneumoniae strain EuSCAPE_EE004,S
573.14893,Klebsiella pneumoniae strain L505,S
573.13887,Klebsiella pneumoniae KPN2063ec,R
573.12878,Klebsiella pneumoniae 3262,R
573.79087,Klebsiella pneumoniae BG5123,S
573.37611,Klebsiella pneumoniae strain 27KXXI,S
573.13293,Klebsiella pneumoniae KPN1332ec,R
573.24350,Klebsiella pneumoniae strain MUGSI_136,R
573.23205,Klebsiella pneumoniae strain KP_301,R
573.14112,Klebsiella pneumoniae KPN389ec,R
573.34162,Klebsiella pneumoniae strain hkcpe115,S
573.49899,Klebsiella pneumoniae Kp165,R
573.77496,Klebsiella pneumoniae NUBL-22016,S
573.50798,Klebsiella pneumoniae Kp10,S
573.17715,Klebsiella pneumoniae strain D48,S
573.63418,Klebsiella pneumoniae N30,S
573.54735,Klebsiella pneumoniae FM05_K,S
573.53747,Klebsiella pneumoniae B3119,R
573.39806,Klebsiella pneumoniae strain CVUAS 30300,S
573.13943,Klebsiella pneumoniae KPN2149ec,S
573.42830,Klebsiella pneumoniae strain KP18-1,R
573.38709,Klebsiella pneumoniae strain Kp55LS,R
573.63188,Klebsiella pneumoniae MUWRP8100,S
573.67355,Klebsiella pneumoniae 106256,R
573.33848,Klebsiella pneumoniae strain HSP32,R
573.47186,Klebsiella pneumoniae 2020-440,R
573.12728,Klebsiella pneumoniae strain BH3183,S
573.27225,Klebsiella pneumoniae strain AS005919,S
573.14858,Klebsiella pneumoniae strain WCHKP10G4,S
573.12582,Klebsiella pneumoniae strain 42363,R
573.69645,Klebsiella pneumoniae Kpn003,R
573.45266,Klebsiella pneumoniae cpe068,R
573.43312,Klebsiella pneumoniae strain KP_3,S
573.67206,Klebsiella pneumoniae ERR7221187,S
573.78701,Klebsiella pneumoniae R8,S
573.34174,Klebsiella pneumoniae strain 9120005127,S
573.14167,Klebsiella pneumoniae KPN451ec,R
573.26088,Klebsiella pneumoniae strain 5012STDY7312725,S
573.27204,Klebsiella pneumoniae strain LKP1119663-1,R
573.77454,Klebsiella pneumoniae Kp241,R
573.72921,Klebsiella pneumoniae WYZHKP09,R
573.31633,Klebsiella pneumoniae strain NMI5356_16,S
573.14356,Klebsiella pneumoniae KPN733ec,R
573.39821,Klebsiella pneumoniae strain CF05,S
573.53530,Klebsiella pneumoniae KCJ3K268,S
573.13187,Klebsiella pneumoniae KPN1195ec,R
573.14224,Klebsiella pneumoniae KPN542ec,R
573.29956,Klebsiella pneumoniae strain Kpngiani7132487,S
573.41344,Klebsiella pneumoniae strain Kp_HUCA_Bac_88,S
573.43504,Klebsiella pneumoniae strain 147,S
573.64782,Klebsiella pneumoniae 30844_C354592,S
573.62356,Klebsiella pneumoniae KP10042 ntrd-1,S
573.18642,Klebsiella pneumoniae strain WCHKP015234,S
573.43202,Klebsiella pneumoniae strain Kp_HUCA_Bac_20,S
573.39626,Klebsiella pneumoniae strain K439,S
573.12883,Klebsiella pneumoniae 48,S
573.53761,Klebsiella pneumoniae 2022CK-00752,R
573.25699,Klebsiella pneumoniae strain TUM14024,S
573.36045,Klebsiella pneumoniae strain GCKp44,R
573.27687,Klebsiella pneumoniae strain 4928STDY7387699,S
573.13440,Klebsiella pneumoniae KPN1505ec,R
573.37584,Klebsiella pneumoniae strain CRE1303,S
573.77915,Klebsiella pneumoniae NC9,S
573.68386,Klebsiella pneumoniae BAA-1705-1/4MIC-a,R
573.58989,Klebsiella pneumoniae K11,S
573.64712,Klebsiella pneumoniae Sil RS 31,S
573.44104,Klebsiella pneumoniae MRSN375436,R
573.40456,Klebsiella pneumoniae strain 2019_OU_BfR0019,R
573.36698,Klebsiella pneumoniae strain KPE16,S
573.13107,Klebsiella pneumoniae KPN1103ec,R
573.43150,Klebsiella pneumoniae strain Kp_HUCA_Bac_92,R
573.66690,Klebsiella pneumoniae KP_NORM_BLD_115811,S
573.33297,Klebsiella pneumoniae strain NR5053,R
573.18491,Klebsiella pneumoniae strain WUSM_KP_113,S
573.46605,Klebsiella pneumoniae MRSN19181,R
573.27665,Klebsiella pneumoniae strain 4928STDY7071673,S
573.41322,Klebsiella pneumoniae strain SB611,S
573.10008,Klebsiella pneumoniae strain VRCO0411,S
573.24352,Klebsiella pneumoniae strain MUGSI_140,R
573.33964,Klebsiella pneumoniae strain NMI5242_17,R
573.15550,Klebsiella pneumoniae strain KSB1_3E,S
573.67059,Klebsiella pneumoniae KP_NORM_BLD_62212,S
573.29971,Klebsiella pneumoniae strain Kpngiani7132494,R
573.68037,Klebsiella pneumoniae ECLORG5,S
573.50264,Klebsiella pneumoniae C1708,S
573.44787,Klebsiella pneumoniae 17B62,S
573.66817,Klebsiella pneumoniae KP_NORM_BLD_14169,S
573.44376,Klebsiella pneumoniae KP7,R
573.55163,Klebsiella pneumoniae HENAN140,S
573.13197,Klebsiella pneumoniae KPN1206ec,R
573.62674,Klebsiella pneumoniae SP1840,S
573.46342,Klebsiella pneumoniae CX5,S
573.69425,Klebsiella pneumoniae BC-324,R
573.53536,Klebsiella pneumoniae NSKP-10,R
573.45863,Klebsiella pneumoniae S-P-N-042.01,R
573.29933,Klebsiella pneumoniae strain Kpngiani7132625,R
573.67286,Klebsiella pneumoniae ERR7221280,S
573.25885,Klebsiella pneumoniae strain SIKP193,R
573.66884,Klebsiella pneumoniae KP_NORM_BLD_2011_74841,S
573.43192,Klebsiella pneumoniae strain Kp_HUCA_Bac_37,R
573.66685,Klebsiella pneumoniae KP_NORM_BLD_115760,S
573.69363,Klebsiella pneumoniae 2024CK-00241,R
573.29117,Klebsiella pneumoniae strain WCGKP294,R
573.15397,Klebsiella pneumoniae strain AUH-KIMP195,R
573.17924,Klebsiella pneumoniae strain PM7109,S
573.65875,Klebsiella pneumoniae ERR2931018,R
573.13199,Klebsiella pneumoniae KPN1208ec,S
573.21226,Klebsiella pneumoniae strain EuSCAPE_CZ026,R
573.68388,Klebsiella pneumoniae K1-1/8MIC-c,R
573.62598,Klebsiella pneumoniae 23-M-SZ-18,S
573.46143,Klebsiella pneumoniae PBIO1970,R
573.64037,Klebsiella pneumoniae LACPHL-BACT-2023-00162,S
573.21325,Klebsiella pneumoniae strain EuSCAPE_PL028,R
573.41084,Klebsiella pneumoniae strain MRSN750877,S
573.56144,Klebsiella pneumoniae A095,S
573.25918,Klebsiella pneumoniae strain KP5CR strain not applicable,R
573.45868,Klebsiella pneumoniae bat15,R
573.13695,Klebsiella pneumoniae KPN1830ec,R
573.9813,Klebsiella pneumoniae strain MGH185,S
573.49065,Klebsiella pneumoniae RM2.19.T0,R
573.55243,Klebsiella pneumoniae 31,S
573.25871,Klebsiella pneumoniae strain SIKP132,S
573.77747,Klebsiella pneumoniae KP-416254,S
573.49009,Klebsiella pneumoniae Z0117KP0025,R
573.67683,Klebsiella pneumoniae JBCCAAB-19-0100,S
573.15274,Klebsiella pneumoniae strain ST-1552:K086,S
573.47340,Klebsiella pneumoniae CCBH26786,S
573.27228,Klebsiella pneumoniae strain AS003284,S
573.34158,Klebsiella pneumoniae strain CCI2,S
573.64804,Klebsiella pneumoniae 6082,S
573.51088,Klebsiella pneumoniae MsE-01oct19-120,S
573.43251,Klebsiella pneumoniae strain CAZ-58,R
573.79294,Klebsiella pneumoniae CN-330-D,S
573.13098,Klebsiella pneumoniae KPN1092ec,R
573.67988,Klebsiella pneumoniae CNR4329,S
573.24088,Klebsiella pneumoniae strain MUGSI_165,R
573.37256,Klebsiella pneumoniae strain 2020EL-00056,S
573.29823,Klebsiella pneumoniae strain ZKP4,S
573.9760,Klebsiella pneumoniae strain BO2,R
573.35688,Klebsiella pneumoniae strain KLEB001,S
573.37755,Klebsiella pneumoniae strain L3_114_016G1_dasL3_114_016G1_concoct_0,S
573.13303,Klebsiella pneumoniae KPN1342ec,R
573.58506,Klebsiella pneumoniae S233-2,R
573.66451,Klebsiella pneumoniae 27261_7#70,R
573.44002,Klebsiella pneumoniae KP18-8,R
573.77679,Klebsiella pneumoniae K9,R
573.53470,Klebsiella pneumoniae NR3537,S
