genome_id,genome_name,label
573.57297,Klebsiella pneumoniae BA8352,R
573.39689,Klebsiella pneumoniae strain PAC3_181110,R
573.49600,Klebsiella pneumoniae Kp.115,S
573.41258,Klebsiella pneumoniae strain SDWK4,R
573.55326,Klebsiella pneumoniae 8_P1_5,R
573.24386,Klebsiella pneumoniae strain MUGSI_272,S
573.37638,Klebsiella pneumoniae strain SCPM-O-B-9220 (KPB2523/18) strain SCPM-O-B-9220 (KPB2523/18) strain SCPM-O-B-9220 (KPB2523/18),S
573.27465,Klebsiella pneumoniae strain 176F4,R
573.52249,Klebsiella pneumoniae COL-Kpn108,R
573.47361,Klebsiella pneumoniae CNR20160160_S6,S
573.67977,Klebsiella pneumoniae KpC92,S
573.21883,Klebsiella pneumoniae strain EuSCAPE_IT261,S
573.29905,Klebsiella pneumoniae strain Kpngiani7132606,R
573.50952,Klebsiella pneumoniae CRKP-Pus1,R
573.27443,Klebsiella pneumoniae strain 192J9,S
573.26087,Klebsiella pneumoniae strain 5012STDY7312714,S
573.20035,Klebsiella pneumoniae strain AM28-14AC,S
573.55160,Klebsiella pneumoniae HENAN142,R
573.18615,Klebsiella pneumoniae strain WCHKP015568,R
573.21812,Klebsiella pneumoniae strain EuSCAPE_IT140,R
573.45259,Klebsiella pneumoniae cpe057,R
573.13220,Klebsiella pneumoniae KPN123ec,R
573.41922,Klebsiella pneumoniae strain P30-65,S
573.36232,Klebsiella pneumoniae strain Kp5168,R
573.46851,Klebsiella pneumoniae KP-23PA,S
573.66635,Klebsiella pneumoniae KP_NORM_BLD_114300,S
573.12593,Klebsiella pneumoniae strain 39387,R
573.22015,Klebsiella pneumoniae strain EuSCAPE_HU053,S
573.52852,Klebsiella pneumoniae kp114,S
573.19897,Klebsiella pneumoniae strain JHTS009,S
573.18501,Klebsiella pneumoniae strain WUSM_KP_88,S
573.18554,Klebsiella pneumoniae strain TUM15667,R
573.20783,Klebsiella pneumoniae strain EuSCAPE_RO048,S
573.13523,Klebsiella pneumoniae KPN159ec,R
573.51888,Klebsiella pneumoniae caz154,R
573.41932,Klebsiella pneumoniae strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245),S
573.18114,Klebsiella pneumoniae strain ITU3951,R
573.43808,Klebsiella pneumoniae Kp_HUCA_Bac_13,R
573.47332,Klebsiella pneumoniae CCBH29301,R
573.14011,Klebsiella pneumoniae KPN273ec,R
573.52207,Klebsiella pneumoniae COL-Kpn16,R
573.29113,Klebsiella pneumoniae strain ST437-OXA245,S
573.43226,Klebsiella pneumoniae strain ONE232,S
573.20188,Klebsiella pneumoniae strain NCTC11685,S
573.34156,Klebsiella pneumoniae strain 015134X1B1,R
573.49859,Klebsiella pneumoniae FY109,S
573.20841,Klebsiella pneumoniae strain EuSCAPE_RO032,R
573.31044,Klebsiella pneumoniae strain 680m/10,R
573.32431,Klebsiella pneumoniae strain SMKP03,S
573.18193,Klebsiella pneumoniae strain WCHKP040025,R
573.39680,Klebsiella pneumoniae strain 11324 strain CVUAS 11324,S
573.27700,Klebsiella pneumoniae strain 4928STDY7387804,S
573.10093,Klebsiella pneumoniae strain VRES0976,S
573.18644,Klebsiella pneumoniae strain WCHKP015115,R
573.54293,Klebsiella pneumoniae WU-043-E1-U06_mucy_lf,R
573.13675,Klebsiella pneumoniae KPN1782ec,S
573.43401,Klebsiella pneumoniae strain 6507.79,R
573.20694,Klebsiella pneumoniae strain EuSCAPE_UK099,S
573.21813,Klebsiella pneumoniae strain EuSCAPE_IT144,R
573.21573,Klebsiella pneumoniae strain EuSCAPE_DE072,R
573.20003,Klebsiella pneumoniae strain ntmc-NN,S
573.18065,Klebsiella pneumoniae strain MH15-258M,R
573.28658,Klebsiella pneumoniae strain CriePir190,S
573.54697,Klebsiella pneumoniae KpC4-20,S
573.20972,Klebsiella pneumoniae strain EuSCAPE_HR046,R
573.59028,Klebsiella pneumoniae KLP00046,S
573.66215,Klebsiella pneumoniae 26968_5#4,R
573.64037,Klebsiella pneumoniae LACPHL-BACT-2023-00162,S
573.67197,Klebsiella pneumoniae ERR7221169,R
573.56398,Klebsiella pneumoniae IR5011,R
573.12882,Klebsiella pneumoniae 113,S
573.29758,Klebsiella pneumoniae strain ZKP65,R
573.37177,Klebsiella pneumoniae strain SP 2878,S
573.43224,Klebsiella pneumoniae strain ONE221,S
573.18009,Klebsiella pneumoniae strain KCRI-134 strain R0007_134,S
573.51821,Klebsiella pneumoniae HK1024,S
573.14470,Klebsiella pneumoniae KPN891ec,R
573.14898,Klebsiella pneumoniae strain L491,R
573.55195,Klebsiella pneumoniae HU108,R
573.21835,Klebsiella pneumoniae strain EuSCAPE_IT175,S
573.21734,Klebsiella pneumoniae strain EuSCAPE_IT197,S
573.58306,Klebsiella pneumoniae KP90,S
573.17642,Klebsiella pneumoniae strain COL-Kpn125,S
573.65500,Klebsiella pneumoniae MGL_169_B1_(H) strain MGL_169_B1_(H),S
573.67466,Klebsiella pneumoniae Kp1031,R
573.54310,Klebsiella pneumoniae KP2,R
573.37262,Klebsiella pneumoniae strain 2020EL-00040,R
573.68436,Klebsiella pneumoniae K1-1/8MIC-b,R
573.24293,Klebsiella pneumoniae strain 371,S
573.13100,Klebsiella pneumoniae KPN1094ec,S
573.66138,Klebsiella pneumoniae ERR1840990,R
573.14291,Klebsiella pneumoniae KPN626ec,R
573.42118,Klebsiella pneumoniae strain KP357,R
573.35514,Klebsiella pneumoniae strain KP131_H,S
573.42825,Klebsiella pneumoniae strain KE4439,R
573.66777,Klebsiella pneumoniae KP_NORM_BLD_13376,S
573.14499,Klebsiella pneumoniae KPN927ec,R
573.43337,Klebsiella pneumoniae strain L5,R
573.44752,Klebsiella pneumoniae 17B14,R
573.30899,Klebsiella pneumoniae strain KPM_27,S
573.15055,Klebsiella pneumoniae strain 31,R
573.48073,Klebsiella pneumoniae ET31,S
573.14364,Klebsiella pneumoniae KPN742ec,R
573.41047,Klebsiella pneumoniae strain GIMC1002:Kpn-3Ts64,S
573.66503,Klebsiella pneumoniae 27261_8#170,R
573.28006,Klebsiella pneumoniae strain 20180246,S
573.15709,Klebsiella pneumoniae strain K1115,S
573.46041,Klebsiella pneumoniae FKP128,S
573.47118,Klebsiella pneumoniae Kp_L28,S
573.46357,Klebsiella pneumoniae CX81,R
573.49952,Klebsiella pneumoniae Kp77,R
573.56891,Klebsiella pneumoniae 14671,S
573.62604,Klebsiella pneumoniae 23-M-SD-27,R
573.54864,Klebsiella pneumoniae C4023081,R
573.43809,Klebsiella pneumoniae MIN-106,S
573.17623,Klebsiella pneumoniae strain COL-Kpn12,S
573.63423,Klebsiella pneumoniae N1030,R
573.62373,Klebsiella pneumoniae BA1767,S
573.41110,Klebsiella pneumoniae strain MRSN562722,S
573.12540,Klebsiella pneumoniae strain 44813,R
573.58362,Klebsiella pneumoniae S12,S
573.64512,Klebsiella pneumoniae 20SC1-3AZ6BT,R
573.42109,Klebsiella pneumoniae strain KP1,S
573.18168,Klebsiella pneumoniae strain SCKP020017,R
573.52943,Klebsiella pneumoniae K2142,R
573.13393,Klebsiella pneumoniae KPN1451ec,R
573.52402,Klebsiella pneumoniae ST11 CRKP09,R
573.41471,Klebsiella pneumoniae strain Prospectively collected (P) strain Prospectively collected (P) strain Prospectively collected (P),S
573.43773,Klebsiella pneumoniae Kp_HUCA_Bac_54,R
573.46116,Klebsiella pneumoniae INF269,S
573.46139,Klebsiella pneumoniae PBIO1964,S
573.15340,Klebsiella pneumoniae strain TRqt-47,R
573.49961,Klebsiella pneumoniae Kp48,S
573.23982,Klebsiella pneumoniae strain 2,R
573.55168,Klebsiella pneumoniae HENAN102,R
573.20900,Klebsiella pneumoniae strain EuSCAPE_RS036,R
573.43767,Klebsiella pneumoniae Kp_HUCA_Bac_66,S
573.65266,Klebsiella pneumoniae EDH1,R
573.24353,Klebsiella pneumoniae strain MUGSI_141,R
573.21384,Klebsiella pneumoniae strain EuSCAPE_SK027,R
573.42387,Klebsiella pneumoniae strain Prospectively collected (P) strain Prospectively collected (P) strain Prospectively collected (P),S
573.58295,Klebsiella pneumoniae KP78,S
573.27466,Klebsiella pneumoniae strain 175B8,R
573.66674,Klebsiella pneumoniae KP_NORM_BLD_115406,S
573.42276,Klebsiella pneumoniae strain Kp_HUCA_Bac_21,R
573.45891,Klebsiella pneumoniae S-P-N-031.01,S
573.35627,Klebsiella pneumoniae strain k57,S
573.13116,Klebsiella pneumoniae KPN1113ec,S
573.44106,Klebsiella pneumoniae MRSN368320,R
573.13021,Klebsiella pneumoniae 3253,S
573.51966,Klebsiella pneumoniae PEkp022,R
573.51891,Klebsiella pneumoniae KP424,R
573.67212,Klebsiella pneumoniae ERR7221190,S
573.47214,Klebsiella pneumoniae 2019-1764,S
573.14020,Klebsiella pneumoniae KPN282ec,R
573.23169,Klebsiella pneumoniae strain KLPN_39,S
573.20692,Klebsiella pneumoniae strain EuSCAPE_UK090,S
573.41869,Klebsiella pneumoniae strain WHC1,S
573.39741,Klebsiella pneumoniae strain SRRSH102,R
573.42403,Klebsiella pneumoniae strain Prospectively collected (P) strain Prospectively collected (P) strain Prospectively collected (P),S
573.65501,Klebsiella pneumoniae MGL_135_B9,S
573.14122,Klebsiella pneumoniae KPN401ec,S
573.66518,Klebsiella pneumoniae 27322_4#37,R
573.67173,Klebsiella pneumoniae KP_NORM_URN_2015_111149,S
573.53608,Klebsiella pneumoniae CRKP_4,R
573.26158,Klebsiella pneumoniae strain 5012STDY7312595,S
573.36097,Klebsiella pneumoniae strain RIVM_C015657,S
573.23287,Klebsiella pneumoniae strain kpneu012,R
573.46331,Klebsiella pneumoniae CX91,R
573.52798,Klebsiella pneumoniae KP85,S
573.54269,Klebsiella pneumoniae ID_0424_21,R
573.54665,Klebsiella pneumoniae KP196,R
573.41155,Klebsiella pneumoniae strain MRSN20522,R
573.53722,Klebsiella pneumoniae CRKP-23,R
573.19907,Klebsiella pneumoniae strain JHTS003,S
573.67048,Klebsiella pneumoniae KP_NORM_BLD_62,S
573.66440,Klebsiella pneumoniae 27261_7#56,R
573.47282,Klebsiella pneumoniae ATCC BAA 2146,R
573.38782,Klebsiella pneumoniae strain KPN_19-106,S
573.45180,Klebsiella pneumoniae HSP65,S
573.13324,Klebsiella pneumoniae KPN1369ec,R
573.48276,Klebsiella pneumoniae 11,R
573.46085,Klebsiella pneumoniae INF356,S
573.67033,Klebsiella pneumoniae KP_NORM_BLD_61466,S
573.50122,Klebsiella pneumoniae KpHUPM-80,S
573.67241,Klebsiella pneumoniae ERR7221234,R
573.64545,Klebsiella pneumoniae 2008026,R
573.29394,Klebsiella pneumoniae strain SC102,S
573.57121,Klebsiella pneumoniae CRKP-S2,R
573.56222,Klebsiella pneumoniae A23,R
573.43174,Klebsiella pneumoniae strain Kp_HUCA_Bac_60,R
573.26134,Klebsiella pneumoniae strain 5012STDY7312749,S
573.64040,Klebsiella pneumoniae LACPHL-BACT-2023-00134,R
573.12879,Klebsiella pneumoniae 3289,R
573.45244,Klebsiella pneumoniae cpe034,R
573.13406,Klebsiella pneumoniae KPN1469ec,R
573.13541,Klebsiella pneumoniae KPN1624ec,S
573.50221,Klebsiella pneumoniae C7662,R
573.14883,Klebsiella pneumoniae strain L63,R
573.13253,Klebsiella pneumoniae KPN1274ec,R
573.13875,Klebsiella pneumoniae KPN204ec,S
573.21028,Klebsiella pneumoniae strain EuSCAPE_BE005,S
573.35032,Klebsiella pneumoniae strain EKP3,R
573.23331,Klebsiella pneumoniae strain kpneu056,R
573.20613,Klebsiella pneumoniae strain EuSCAPE_GR090,R
573.67003,Klebsiella pneumoniae KP_NORM_BLD_60782,S
573.68416,Klebsiella pneumoniae S23,S
573.14280,Klebsiella pneumoniae KPN613ec,R
573.66457,Klebsiella pneumoniae 27261_7#163,S
573.45230,Klebsiella pneumoniae STIN_79,S
573.24148,Klebsiella pneumoniae strain MUGSI_64,R
573.52579,Klebsiella pneumoniae Kp20H,S
573.46667,Klebsiella pneumoniae MUGSI_141,R
573.50062,Klebsiella pneumoniae B4,R
573.15367,Klebsiella pneumoniae strain KSB2_1B,S
573.66631,Klebsiella pneumoniae KP_NORM_BLD_114048,S
573.43154,Klebsiella pneumoniae strain Kp_HUCA_Bac_84,S
573.67203,Klebsiella pneumoniae ERR7221178,S
573.30934,Klebsiella pneumoniae strain HSP08,R
573.14226,Klebsiella pneumoniae KPN545ec,R
573.46371,Klebsiella pneumoniae CX47,R
573.26131,Klebsiella pneumoniae strain 5012STDY7312748,S
573.31880,Klebsiella pneumoniae strain KP20191015,S
573.41875,Klebsiella pneumoniae strain WHC57,R
573.14092,Klebsiella pneumoniae KPN369ec,R
573.29362,Klebsiella pneumoniae strain EN5218 strain Not applicable,S
573.52706,Klebsiella pneumoniae 148_21,R
573.20716,Klebsiella pneumoniae strain EuSCAPE_HR028,S
573.20146,Klebsiella pneumoniae strain NCTC10246,S
573.21097,Klebsiella pneumoniae strain EuSCAPE_RS118,R
573.26306,Klebsiella pneumoniae strain 5012STDY7626427,S
573.18241,Klebsiella pneumoniae strain PM9016,R
573.54202,Klebsiella pneumoniae PS_Kpn11,R
573.53512,Klebsiella pneumoniae AM113-65,S
573.41018,Klebsiella pneumoniae strain WHC12,R
573.62677,Klebsiella pneumoniae SP3707,S
573.25885,Klebsiella pneumoniae strain SIKP193,S
573.24011,Klebsiella pneumoniae strain 351,S
573.21919,Klebsiella pneumoniae strain EuSCAPE_IT343,R
573.47262,Klebsiella pneumoniae KP41,S
573.20200,Klebsiella pneumoniae strain 4300STDY6636938,R
573.52383,Klebsiella pneumoniae LS357,S
573.18132,Klebsiella pneumoniae strain ITU3914,R
573.35022,Klebsiella pneumoniae strain CCBH27588,S
573.12884,Klebsiella pneumoniae 3335,R
573.65032,Klebsiella pneumoniae MRSN952743,S
573.55327,Klebsiella pneumoniae 15_P2_24,S
573.20355,Klebsiella pneumoniae strain 4300STDY6470482,S
573.51003,Klebsiella pneumoniae KFMC_KP15,R
573.15486,Klebsiella pneumoniae strain 10315_6#77,R
573.17685,Klebsiella pneumoniae strain COL-Kpn48,R
573.65532,Klebsiella pneumoniae KPN3866,S
573.5716,Klebsiella pneumoniae strain W2-13-ERG4,R
573.66156,Klebsiella pneumoniae ERR2118023,R
573.38732,Klebsiella pneumoniae strain KP0020,S
573.21803,Klebsiella pneumoniae strain EuSCAPE_IT092,R
573.41863,Klebsiella pneumoniae strain KP-14-2-131,R
573.43906,Klebsiella pneumoniae PP-BR254-2,R
573.21416,Klebsiella pneumoniae strain EuSCAPE_CZ031,R
573.66714,Klebsiella pneumoniae KP_NORM_BLD_116378,S
573.45227,Klebsiella pneumoniae STIN_90,S
573.49518,Klebsiella pneumoniae SP3578,S
573.29686,Klebsiella pneumoniae strain SRRSH56,R
573.19885,Klebsiella pneumoniae strain BC_4219,R
573.37212,Klebsiella pneumoniae strain CIFT_K6,S
573.55117,Klebsiella pneumoniae KP42770,R
573.46875,Klebsiella pneumoniae KP-91LU,R
573.66136,Klebsiella pneumoniae ERR1830477,S
573.50763,Klebsiella pneumoniae HA2-34,R
573.43497,Klebsiella pneumoniae strain 147,S
573.21635,Klebsiella pneumoniae strain EuSCAPE_IT070,R
573.41063,Klebsiella pneumoniae strain P30-73,R
573.30916,Klebsiella pneumoniae strain HSP17,R
573.20224,Klebsiella pneumoniae strain 4300STDY6636987,S
573.33420,Klebsiella pneumoniae strain PMK9,R
573.30965,Klebsiella pneumoniae strain P33,R
573.13662,Klebsiella pneumoniae KPN1768ec,S
573.32136,Klebsiella pneumoniae strain NICU_3_P4,S
573.58343,Klebsiella pneumoniae KP203,S
573.14419,Klebsiella pneumoniae KPN819ec,R
573.43993,Klebsiella pneumoniae KP_NORM_BLD_2014_96855,R
573.65262,Klebsiella pneumoniae EDH17,R
573.34019,Klebsiella pneumoniae strain HKP0064,S
573.17820,Klebsiella pneumoniae strain RUC232,S
573.44534,Klebsiella pneumoniae 400195-2-18,R
573.34211,Klebsiella pneumoniae strain ET12,R
573.57335,Klebsiella pneumoniae GIMC1022:KpnCh030223,S
573.21219,Klebsiella pneumoniae strain EuSCAPE_CZ005,S
573.66485,Klebsiella pneumoniae 27261_8#102,R
573.29772,Klebsiella pneumoniae strain ZKP89,S
573.18717,Klebsiella pneumoniae strain KCRI-17 strain R0003_17,R
573.56278,Klebsiella pneumoniae AHM21C2894KI,S
573.50108,Klebsiella pneumoniae KpHUPM-04,S
573.21541,Klebsiella pneumoniae strain EuSCAPE_DE003,S
573.14104,Klebsiella pneumoniae KPN381ec,R
573.48282,Klebsiella pneumoniae BA30371,S
573.13852,Klebsiella pneumoniae KPN2021ec,R
573.12719,Klebsiella pneumoniae strain G2280,R
573.27286,Klebsiella pneumoniae strain AH1814-6,R
573.26027,Klebsiella pneumoniae strain GCMMYY5-CR,R
573.39664,Klebsiella pneumoniae strain K329,S
573.68448,Klebsiella pneumoniae 59019_sr,S
573.28004,Klebsiella pneumoniae strain 20180734,R
573.52371,Klebsiella pneumoniae AH12,R
573.40276,Klebsiella pneumoniae strain K6500,S
573.64641,Klebsiella pneumoniae H92,S
573.68383,Klebsiella pneumoniae ND17Kp,S
573.58425,Klebsiella pneumoniae 480738,S
573.37252,Klebsiella pneumoniae strain 2020EL-00059,S
573.22385,Klebsiella pneumoniae strain CRK0145,R
573.53614,Klebsiella pneumoniae 1001283st1_C4_1001283B150209_150212,S
573.42942,Klebsiella pneumoniae strain MRSN25112,S
573.56248,Klebsiella pneumoniae YNK-2023,S
573.41475,Klebsiella pneumoniae strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R),S
573.13279,Klebsiella pneumoniae KPN1316ec,S
573.13782,Klebsiella pneumoniae KPN1930ec,R
573.27642,Klebsiella pneumoniae strain kpn609815,S
573.24122,Klebsiella pneumoniae strain MUGSI_318,S
573.25962,Klebsiella pneumoniae strain 04079,R
573.50571,Klebsiella pneumoniae strain KP8132,R
573.13942,Klebsiella pneumoniae KPN213ec,R
573.26186,Klebsiella pneumoniae strain 5012STDY7312616,S
573.63966,Klebsiella pneumoniae CIM-Carb-038,R
573.18634,Klebsiella pneumoniae strain WCHKP015394,R
573.56200,Klebsiella pneumoniae P13-2,S
573.25593,Klebsiella pneumoniae strain F5,R
573.33434,Klebsiella pneumoniae strain NR5091,R
573.24455,Klebsiella pneumoniae strain MUGSI_98,R
573.56918,Klebsiella pneumoniae TUM13813,S
573.15329,Klebsiella pneumoniae strain KSB1_5D,R
573.12683,Klebsiella pneumoniae strain PO967,R
573.51774,Klebsiella pneumoniae FK3122,R
573.38707,Klebsiella pneumoniae strain SCC100,R
573.44069,Klebsiella pneumoniae MRSN613682,S
573.15622,Klebsiella pneumoniae strain KSB1_4I,S
573.48989,Klebsiella pneumoniae MEI006,S
573.56471,Klebsiella pneumoniae BALF2,S
573.30010,Klebsiella pneumoniae strain Kpngiani7132534,R
573.14126,Klebsiella pneumoniae KPN405ec,R
573.13678,Klebsiella pneumoniae KPN1785ec,R
573.49151,Klebsiella pneumoniae IMP27,R
573.38714,Klebsiella pneumoniae strain Kp40LS,S
573.66116,Klebsiella pneumoniae ERR1815069,R
573.64957,Klebsiella pneumoniae RADAR8,S
573.52382,Klebsiella pneumoniae LS356,S
573.42274,Klebsiella pneumoniae strain Kp_HUCA_Bac_24,R
573.12783,Klebsiella pneumoniae strain AR_0107,R
573.52224,Klebsiella pneumoniae COL-Kpn21,R
573.21561,Klebsiella pneumoniae strain EuSCAPE_DE045,S
573.29562,Klebsiella pneumoniae strain 263,R
573.14068,Klebsiella pneumoniae KPN337ec,R
573.57147,Klebsiella pneumoniae 24_P2_18,S
573.50046,Klebsiella pneumoniae Tembi-31,S
573.41909,Klebsiella pneumoniae strain P30-60,R
573.56472,Klebsiella pneumoniae Blood1,S
573.46605,Klebsiella pneumoniae MRSN19181,R
573.25847,Klebsiella pneumoniae strain SIKP072,S
573.23999,Klebsiella pneumoniae strain 3,R
573.14006,Klebsiella pneumoniae KPN268ec,R
573.30938,Klebsiella pneumoniae strain P22,R
573.25964,Klebsiella pneumoniae strain 13177,R
573.21065,Klebsiella pneumoniae strain EuSCAPE_BE026,S
573.50228,Klebsiella pneumoniae C2509,R
573.41348,Klebsiella pneumoniae strain Kp_HUCA_Bac_80,R
573.49471,Klebsiella pneumoniae KP0003,S
573.24373,Klebsiella pneumoniae strain MUGSI_190,S
573.23267,Klebsiella pneumoniae strain 08EU827,S
573.50146,Klebsiella pneumoniae AJ198,S
573.54653,Klebsiella pneumoniae KPH2C48,S
573.66546,Klebsiella pneumoniae 29105_1#132,S
573.50100,Klebsiella pneumoniae hvKP248,S
573.39636,Klebsiella pneumoniae strain K346,S
573.47254,Klebsiella pneumoniae 2016-319,R
573.13303,Klebsiella pneumoniae KPN1342ec,R
573.14304,Klebsiella pneumoniae KPN670ec,R
573.67979,Klebsiella pneumoniae KP6,R
573.17645,Klebsiella pneumoniae strain COL-Kpn122,S
573.57075,Klebsiella pneumoniae 992,S
573.65467,Klebsiella pneumoniae KLPN-IUC-10,S
573.15716,Klebsiella pneumoniae strain K1257,R
573.22603,Klebsiella pneumoniae strain OT1,R
573.37301,Klebsiella pneumoniae strain 3347684I,R
573.46656,Klebsiella pneumoniae 24,S
573.54714,Klebsiella pneumoniae KP10042,R
573.53631,Klebsiella pneumoniae PEKP4104,R
573.65588,Klebsiella pneumoniae HZ-CRKP-12,R
573.56377,Klebsiella pneumoniae CPO591,S
573.33979,Klebsiella pneumoniae strain NMI4146_17,S
573.15236,Klebsiella pneumoniae strain UBA4597,S
573.43134,Klebsiella pneumoniae strain Ecl_5.VN,R
573.42425,Klebsiella pneumoniae strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R),R
573.27965,Klebsiella pneumoniae strain GM1,S
573.49870,Klebsiella pneumoniae BL65,S
573.65470,Klebsiella pneumoniae KLPN-IUC-08,S
573.37644,Klebsiella pneumoniae strain ET11,S
573.21221,Klebsiella pneumoniae strain EuSCAPE_SK026,R
573.16477,Klebsiella pneumoniae strain KP7,S
573.54315,Klebsiella pneumoniae PN-021-E1-U06_mucoid_LF,R
573.25694,Klebsiella pneumoniae strain TUM14017,S
573.27298,Klebsiella pneumoniae strain NKU_Kleb8,R
573.51929,Klebsiella pneumoniae PEkp138,R
573.57200,Klebsiella pneumoniae 31_P1_7,S
573.31296,Klebsiella pneumoniae strain KPN697,R
573.26042,Klebsiella pneumoniae strain NJLSYY39-CS,R
573.44001,Klebsiella pneumoniae KP18-1,R
573.36064,Klebsiella pneumoniae strain GCKp18,S
573.42344,Klebsiella pneumoniae strain NRZ-13822,S
573.15270,Klebsiella pneumoniae strain ST-152:K071,R
573.49596,Klebsiella pneumoniae Kp.121,S
573.67069,Klebsiella pneumoniae KP_NORM_BLD_625,S
573.20061,Klebsiella pneumoniae strain AR_0160,R
573.13142,Klebsiella pneumoniae KPN1143ec,R
573.24381,Klebsiella pneumoniae strain MUGSI_227,S
573.15040,Klebsiella pneumoniae strain 65,R
573.53595,Klebsiella pneumoniae CRKP_17,R
573.52307,Klebsiella pneumoniae D53,S
573.43915,Klebsiella pneumoniae 107,R
573.26206,Klebsiella pneumoniae strain 5012STDY7312673,R
573.46185,Klebsiella pneumoniae 2485STDY5438199,S
573.34297,Klebsiella pneumoniae strain INF065-sc-2279980,S
573.14444,Klebsiella pneumoniae KPN854ec,R
573.46087,Klebsiella pneumoniae KSB1_8A,S
573.25844,Klebsiella pneumoniae strain SIKP075,S
573.37558,Klebsiella pneumoniae strain PEROUPCH20K,S
573.14524,Klebsiella pneumoniae KPN958ec,S
573.66039,Klebsiella pneumoniae JBDCAAE-19-0234,S
573.13707,Klebsiella pneumoniae KPN1844ec,R
573.54869,Klebsiella pneumoniae UHD-49_PH,S
573.44414,Klebsiella pneumoniae SDWK14,R
573.46543,Klebsiella pneumoniae MUGSI_59,R
573.38796,Klebsiella pneumoniae strain Colony336,S
573.13768,Klebsiella pneumoniae KPN1912ec,S
573.54232,Klebsiella pneumoniae ID_0187_21,R
573.52301,Klebsiella pneumoniae COL-Kpn46,S
573.62493,Klebsiella pneumoniae N5_278_024G1_dasN5_278_024G1_concoct_13,S
573.12554,Klebsiella pneumoniae strain 41963,R
573.33413,Klebsiella pneumoniae strain PMK21a,R
573.13527,Klebsiella pneumoniae KPN1607ec,S
573.50985,Klebsiella pneumoniae CH142-4,S
573.54636,Klebsiella pneumoniae CRKP-15,R
573.27693,Klebsiella pneumoniae strain 4928STDY7387764,S
